"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Journal article		ILL06GA1225	Belgium/UK	D2B	5 Magnetism	Gál Z.A., Rutt O.J., Smura C.F., Overton T.P., Barrier N., Clarke S.J., Hadermann J.		Structural chemistry and metamagnetism of an homologous series of layered manganese oxysulfides	Journal of the American Chemical Society	128	8530-8540	2006		10.1021/ja060892o		
Journal article		ILL07GA1218	UK	D1A	6 Materials Science	Ganguly S., Fitzpatrick M.E., Edwards L.		Use of neutron and synchrotron X-ray diffraction for evaluation of residual stresses in a 2024-T351 aluminum alloy variable-polarity plasma-arc weld	Metallurgical and Materials Transactions A	37	411-420	2006		10.1007/s11661-006-0012-3		
Journal article		ILL06GA1239	Spain/UK	D1A	6 Materials Science	Garcés G., Bruno G.		Anisotropy of the residual strain in Mg–SiCp composites	Composites Science and Technology	66	2664-2670	2006		10.1016/j.compscitech.2006.03.019		
Journal article		ILL06GA1168	Germany/Spain/UK	SALSA	6 Materials Science	Garcés G., Bruno G., Wanner A.		Internal stress evolution in a random-planar short fiber aluminum composite	Scripta Materialia	55	163-166	2006		10.1016/j.scriptamat.2006.03.056		
Journal article		ILL21GA1172	Spain/UK/Germany/France (not ILL)	D1A/SALSA		Garcés G., Bruno G., Wanner A.		Residual stresses in random-planar aluminium/Saffil® short-fibre composites deformed in different loading modes	International Journal of Materials Research	97	1312-1319	2006		10.3139/146.101372		
Journal article		ILL06GA1158	France (not ILL)/USA	D2B	2 Chemistry	Garlea V.O., Darie C., Isnard O., Bordet P.		Synthesis and neutron powder diffraction structural analysis of oxidized delafossite YCuO2.5	Solid State Sciences	8	457-461	2006		10.1016/j.solidstatesciences.2005.12.003		
Journal article		ILL06GE1177	Germany/Spain	D20	11 Soft Matter	Genix A.C., Arbe A., Alvarez F., Colmenero J., Schweika W., Richter D.		Local structure of syndiotactic poly(methyl methacrylate). A combined study by neutron diffraction with polarization analysis and atomistic molecular dynamics simulations	Macromolecules	39	3947-3958	2006		10.1021/ma060370t		
Journal article		ILL06GE1269	France (not ILL)	D2B	2 Chemistry	Georges S., Goutenoire F., Lacorre P.		Crystal structure of lanthanum bismuth silicate Bi2-xLaxSiO5 (x~0.1)	Journal of Solid State Chemistry	179	4020-4028	2006		10.1016/j.jssc.2006.09.011		
Journal article		ILL06GI1006	UK/USA	D11	1 Biology	Gilbert H.E., Aslam M., Guthridge J.M., Holers V.M., Perkins S.J.		Extended flexible linker structures in the complement chimaeric conjugate CR2-Ig by scattering, analytical ultracentrifugation and constrained modelling: Implications for function and therapy	Journal of Molecular Biology	356	397-412	2006		10.1016/j.jmb.2005.11.050		
Article from Conference in a Report		ILL10GI1053	UK/Japan	SALSA	3 Engineering	Gill C.M., Withers P.J., Evans A.D., Fox N., Akita K.		Shakedown during fatigue of residual stresses introduced by different mechanical surface treatments				2006				
Journal article		ILL06GO1003	France (not ILL)/Spain	D1B/D2B	5 Magnetism	Goñi A., Mesa J.L., Pizarro J.L., Fournés L., Wattiaux A., Olazcuaga R., Arriortua M.I., Rojo T.		Magnetic structures of the alpha-Li3Fe2(PO4)3-x(AsO4)x (x=1, 1.5, 2, 3) solid solution	Journal of Solid State Chemistry	179	81-90	2006		10.1016/j.jssc.2005.09.048		
Book chapter		ILL06HA1233	Japan	D9	7 Applied Physics, Instrumentation and Techniques	Hayashi K.		X-ray fluorescence holography								
Journal article		ILL06HA1023	UK	D2B	5 Magnetism	Hayward M.A.		Structural and magnetic properties of topotactically reduced YSr2Mn2O7-x (0 < x < 1.5)	Chemistry of Materials	18	321-327	2006		10.1021/cm051659c		
Journal article		ILL07HE1052	Australia/France (not ILL)		2 Chemistry	Henderson M.J., Gibaud A., Bardeau J.F., White J.W.		An X-ray reflectivity study of evaporation-induced self-assembled titania-based films	Journal of Materials Chemistry	16	2478-2484	2006		10.1039/b601677d		
Article from Conference in a Journal		ILL06HE1278	Australia/Sweden	D16	6 Materials Science	Henderson M.J., Rennie A.R., Hawley A.M., White J.W.		Swelling of a mesostructured zirconium oxide film	Physica B	385-386	713-715	2006		10.1016/j.physb.2006.05.305		
Article from Conference in a Journal		ILL06HE1155	UK		8 Nuclear and Particle Physics	Henry S., Divakar U., Kraus H., Majorovits B.		Multichannel SQUID systems for particle physics experiments	Nuclear Instruments and Methods in Physics Research A	559	805-807	2006		10.1016/j.nima.2005.12.145		
Book chapter		ILL08HE1064	Germany			Herlach D., Holland-Moritz D., Galenko P.		Physics of undercooled liquid								
Journal article		ILL22HO1161	Germany/France (not ILL)	D20		Holland-Moritz D., Heinen O., Bellissent R., Schenk T., Herlach D.M.		Short-range order of liquid Ti72.3Fe27.7 investigated by a combination of neutron scattering and X-ray diffraction	International Journal of Materials Research	97	948-953	2006		10.1515/ijmr-2006-0151		
Article from Conference in a Journal		ILL06HO1027	France (not ILL)/Germany	D20	4 Liquids and Glasses	Holland-Moritz D., Schenk T., Simonet V., Bellissent R.		Short-range order in undercooled and stable melts forming quasicrystals and approximants and its influence on nucleation	Philosophical Magazine	86	255-262	2006		10.1080/14786430500253992		
Journal article		ILL06HU1025	France (not ILL)/Germany/USA	D2B	2 Chemistry	Hunger J., Beta I.A., Böhlig H., Ling C., Jobic H., Hunger B.		Adsorption structures of water in NaX studied by DRIFT spectroscopy and neutron powder diffraction	Journal of Physical Chemistry B	110	342-353	2006		10.1021/jp054636u		
Journal article		ILL06IA1129	Italy	IN10	8 Nuclear and Particle Physics	Iannuzzi M., Orecchini A., Sacchetti F., Facchi P., Pascazio S.		Direct experimental evidence of free-fermion antibunching	Physical Review Letters	96	080402-1-080402-4	2006		10.1103/PhysRevLett.96.080402		
Journal article		ILL06IH1266	France (not ILL)	D1B	5 Magnetism	Ihou-Mouko H., Mazet T., Isnard O., Malaman B.		Magnetic properties and electronic structure of the new HfFe6Ge6-type HfMn6Ge6 compound	Journal of Alloys and Compounds	426	26-30	2006		10.1016/j.jallcom.2006.02.005		
Journal article		ILL06IN1170	Austria	S18	2 Chemistry	Innerlohinger J., Villa M., Baron M., Glatter O.		Ultra-small-angle neutron scattering from dense micrometre-sized colloidal systems: Data evaluation and comparison with static light scattering	Journal of Applied Crystallography	39	202-208	2006		10.1107/S0021889806001592		
Journal article		ILL08JA1079	Germany	IN1	4 Liquids and Glasses	Jahn S.		"Non-simple liquids" - a challenge for neutron Brillouin scattering?	Journal of Neutron Research	14	297-302	2006		10.1080/10238160601048908		
Journal article		ILL06JO1174	France (not ILL)/The Netherlands	IN16	2 Chemistry	Jobic H., Laloué N., Laroche C., van Baten J.M., Krishna R.		Influence of isotherm inflection on the loading dependence of the diffusivities of n-hexane and n-heptane in MFI zeolite. Quasi-elastic neutron scattering experiments supplemented by molecular simulations	Journal of Physical Chemistry B	110	2195-2201	2006		10.1021/jp055668k		
Journal article		ILL06JO1094	France (not ILL)/Germany	IN16	2 Chemistry	Jobic H., Schmidt W., Krause C.B., Kärger J.		PFG NMR and QENS diffusion study of n-alkane homologues in MFI-type zeolites	Microporous and Mesoporous Materials	90	299-306	2006	7-05-225_refused	10.1016/j.micromeso.2005.10.020		
Journal article		ILL06JO1171	France (not ILL)/Greece	IN16	5 Magnetism	Jobic H., Theodorou D.N.		Diffusion of long n-alkanes in silicalite. A comparison between neutron scattering experiments and hierarchical simulation results	Journal of Physical Chemistry B	110	1964-1967	2006		10.1021/jp056924w		
Journal article		ILL06KA1265	France (not ILL)	D2B	5 Magnetism	Kauffmann M., Mentré O., Legris A., Tancret N., Abraham F., Roussel P.		3D-magnetic ordering of Co4+ dimers in a new Co3+,4+ oxychloride: Neutron diffraction analysis and DFT calculations	Chemical Physics Letters	432	88-93	2006		10.1016/j.cplett.2006.10.064		
