"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article		ESRF10GA7304	Spain	García-Gutiérrez M.C., Rueda D.R.	Bases of synchrotron radiation, light sources, and features of X-ray scattering beamlines	Lecture Notes in Physics	776	1-22	2009				10.1007/978-3-540-95968-7_1		
Journal article		ESRF09GA7096	UK	Garrity D.J., Wenman M.R., Jenneson P.M., Courtney T.P., Vincent S.M.	Development of a transmission geometry X-ray diffraction system for measuring the austenite to martensite phase transformation in 304 L stainless steel	Nuclear Instruments and Methods in Physics Research A	607	695-699	2009				10.1016/j.nima.2009.06.032		
Journal article		ESRF09GE7145	USA/Germany	George L., Drozd V., Saxena S.K., Bardaji E.G., Fichtner M.	High-pressure investigation on calcium borohydride	Journal of Physical Chemistry C	113	15087-15090	2009		APS (Argonne)/NSLS (Brookhaven)		10.1021/jp904513j		
Journal article		ESRF09GE7010	Germany/USA	George L., Drozd V., Saxena S.K., Bardaji E.G., Fichtner M.	Structural phase transitions of Mg(BH4)2 under pressure	Journal of Physical Chemistry C	113	486-492	2009		APS (Argonne)/NSLS (Brookhaven)		10.1021/jp807842t		
Book chapter		ESRF09GE7174	Australia/Italy	Gerson A.R., Cookson D.J., Prince K.C.	Synchrotron-based techniques										
Journal article		ESRF09GI7007	Denmark/UK/USA	Gilbert B., Frandsen C., Maxey E.R., Sherman D.M.	Band-gap measurements of bulk and nanoscale hematite by soft x-ray spectroscopy	Physical Review B	79	035108-1-035108-7	2009		ALS (Berkeley)		10.1103/PhysRevB.79.035108		
Journal article		ESRF09GO7020	Germany/Sweden	Gorgoi M., Svensson S., Schäfers F., Öhrwall G., Mertin M., Bressler P., Karis O., Siegbahn H., Sandell A., Rensmo H., Doherty W., Jung C., Braun W., Eberhardt W.	The high kinetic energy photoelectron spectroscopy facility at BESSY progress and first results	Nuclear Instruments and Methods in Physics Research A	601	48-53	2009		BESSY (Germany)		10.1016/j.nima.2008.12.244		
Journal article		ESRF09GR7191	Germany	Gröschel A., Grillenberger H., Magerl A.	Elastic deformations in a perfect bulk Si crystal studied by high-energy X-rays	Journal of Applied Crystallography	42	758-767	2009				10.1107/S0021889809030349		
Journal article		ESRF09GR7029	Denmark/USA	Grunwaldt J.D., Frenkel A.I.	Synchrotron studies of catalysts: From XAFS to QEXAFS and beyond	Synchrotron Radiation News	22	2-4	2009				10.1080/08940880802667874		
Journal article		ESRF10GU7350	Italy	Guagliardi A., Giannini C., Cedola A., Mastrogiacomo M., Ladisa M., Cancedda R.	Toward the X-ray microdiffraction imaging of bone and tissue-engineered bone	Tissue Engineering Part B: Reviews	15	423-442	2009				10.1089/ten.teb.2009.0034		
Journal article		ESRF09GU7014	Germany	Günther J.U., Ahrens H., Helm C.A.	Two-dimensional lamellar phase of poly(styrene sulfonate) adsorbed onto an oppositely charged lipid monolayer	Langmuir	25	1500-1508	2009		HASYLAB (Hambourg)		10.1021/la802987k		
Article from Conference in a Journal		ESRF09GU7216	India	Gupta A.	X-ray and neutron studies of nanoscale atomic diffusion in thin films and multilayers	Applied Surface Science	256	552-557	2009				10.1016/j.apsusc.2009.08.034		
Journal article		ESRF09GU7162	Belgium/India	Gupta C., Van de Casteele E., Chakravartty J.K.	Imaging of voids due to deformation in alloy steel using micro-focus X-ray beam	Nuclear Instruments and Methods in Physics Research B	267	3488-3490	2009				10.1016/j.nimb.2009.07.005		
Journal article		ESRF09HA7195	Germany/Japan/USA	Habs D., Tajima T., Schreiber J., Barty C.P.J., Fujiwara M., Thirolf P.G.	Vision of nuclear physics with photo-nuclear reactions by laser-driven γ beams	European Physical Journal D	55	279-285	2009				10.1140/epjd/e2009-00101-2		
Journal article		ESRF09HA7141	USA	Halder G.J., Park H., Funk R.J., Chapman K.W., Engerer L.K., Geiser U., Schlueter J.A.	In-situ X-ray diffraction studies of host-guest properties in nanoporous zinc-triazolate-based framework materials	Crystal Growth & Design	9	3609-3614	2009		APS (Argonne)		10.1021/cg900349c		
Journal article		ESRF09HA7131	USA	Hanrath T., Choi J.J., Smilgies D.M.	Structure/processing relationships of highly ordered lead salt nanocrystal superlattices	ACS Nano	3	2975-2988	2009		CHESS (Ithaca, USA)		10.1021/nn901008r		
Journal article		ESRF10HA7181	France (not ESRF)	Haouas M., Volkringer C., Loiseau T., Férey G., Taulelle F.	The extra-framework sub-lattice of the metal-organic framework MIL-110: A solid-state NMR investigation	Chemistry - A European Journal	15	3139-3146	2009				10.1002/chem.200801856		
Journal article		ESRF10HA7043	Canada	Harroun T.A., Kučerka N., Nieh M.P., Katsaras J.	Neutron and X-ray scattering for biophysics and biotechnology: Examples of self-assembled lipid systems	Soft Matter	5	2694-2703	2009				10.1039/b819799g		
Journal article		ESRF09HA7109	France (not ESRF)	Hawkes P.	Nature's infinite books of secrecy	Ultramicroscopy	109	1393-1410	2009				10.1016/j.ultramic.2009.06.006		
Journal article		ESRF09HE7120	Germany/Russia/Slovenia/Sweden/UK	Hedlund E., Malyshev O.B., Westerberg L., Krasnov A., Semenov A.S., Leandersson M., Zajec B., Kollmus H., Bellachioma M.C., Bender M., Krämer A., Reich-Sprenger H.	Heavy-ion induced desorption of a TiZrV coated vacuum chamber bombarded with 5  MeV/u Ar8+ beam at grazing incidence	Journal of Vacuum Science and Technology A	27	139-144	2009				10.1116/1.3032914		
Journal article		ESRF10HO7223	Germany	Hölzing A., Schurr R., Schäfer H., Jäger A., Jost S., Palm J., Deseler K., Wellmann P., Hock R.	Sulfo-selenization of metallic thin films of Cu, In and Cu–In	Thin Solid Films	517	2213-2217	2009				10.1016/j.tsf.2008.10.089		
Journal article		ESRF09CH7089	Belarus/China	Huang C., Mu B., Wang Z., Chen L., Dudchik Y.I.	Hard X-ray imaging by a spherical compound refractive lens	Nuclear Instruments and Methods in Physics Research A	602	446-449	2009				10.1016/j.nima.2009.01.218		
Journal article		ESRF09HU7153	Taiwan/USA	Huang Y.F., Chang C.W., Smilgies D.M., Jeng U.S., Inigo A.R., White J.D., Li K.C., Lim T.S., Li T.D., Chen H.Y., Chen S.H., Chen W.C., Fann W.S.	Correlating nanomorphology with charge-transport anisotropy in conjugated-polymer thin films	Advanced Materials	21	2988-2992	2009		CHESS (Ithaca, USA)/NSRRC (Taiwan)		10.1002/adma.200803341		
Journal article		ESRF10IC7260	USA	Ice G.E., Pang J.W.L.	Tutorial on X-ray microLaue diffraction	Materials Characterization	60	1191-1201	2009				10.1016/j.matchar.2009.07.006		
Journal article		ESRF09IC7093	Japan/Korea	Ichiyanagi K., Sato T., Nozawa S., Kim K.H., Lee J.H., Choi J., Tomita A., Ichikawa H., Adachi S., Ihee H., Koshihara S.	100 ps time-resolved solution scattering utilizing a wide-bandwidth X-ray beam from multilayer optics	Journal of Synchrotron Radiation	16	391-394	2009		Photon Factory (Tsukuba, Japan)		10.1107/S0909049509005986		
Journal article		ESRF09IL7021	USA	Ilavsky J., Jemian P.R.	Irena: Tool suite for modeling and analysis of small-angle scattering	Journal of Applied Crystallography	42	347-353	2009				10.1107/S0021889809002222		
Journal article		ESRF10IL7144	France (not ESRF)/UK	Iles G.N., Baker S.H., Thornton S.C., Binns C.	Enhanced capability in a gas aggregation source for magnetic nanoparticles	Journal of Applied Physics	105	024306-1-024306-7	2009				10.1063/1.3067761		
Journal article		ESRF09IS7170	USA/Canada/Japan	Islam Z., Ruff J.P.C., Nojiri H., Matsuda Y.H., Ross K.A., Gaulin B.D., Qu Z., Lang J.C.	A portable high-field pulsed-magnet system for single-crystal x-ray scattering studies	Review of Scientific Instruments	80	113902-1-113902-5	2009		APS (Argonne)		10.1063/1.3251273		
Journal article		ESRF09IT7169	Japan/France (not ESRF)/UK	Ito K., Penent F., Hikosaka Y., Shigemasa E., Suzuki I.H., Eland J.H.D., Lablanquie P.	Application of a simple asynchronous mechanical light chopper to multielectron coincidence spectroscopy	Review of Scientific Instruments	80	123101-1-123101-9	2009		Photon Factory (Tsukuba, Japan)		10.1063/1.3258200		
Journal article		ESRF09JA7034	UK	Jackson D.C., Chaudhuri A., Lerotholi T.J., Woodruff D.P., Jones R.G., Dhanak V.R.	The local adsorption site of methylthiolate on Au(1 1 1): Bridge or atop?	Surface Science	603	807-813	2009		SRS (Daresbury)		10.1016/j.susc.2009.01.022		
Journal article		ESRF09JA7008	Germany/Spain/Ukraine	Jardin R., Griveau J.C., Prokeš K., Gofryk K., Kolomiets A.V., Normile P., Heathman S., Colineau E., Wastin F., Rebizant J.	Magnetic structure and effects of pressure on U4PdGa12	Physical Review B	79	014409-1-014409-9	2009				10.1103/PhysRevB.79.014409		
Article from Conference in a Book		ESRF10JE7351	Denmark	Jensen D.J.	DXRD and its applications leading to new modelling			247-254	2009				10.1007/978-1-84882-454-6_14		
Journal article		ESRF10JE7372	Denmark	Jensen D.J., Schmidt S.	Time evolution in 3D metal microstructures - recrystallization	Materials Transactions	50	1655-1659	2009				10.2320/matertrans.MF200923		
Journal article		ESRF09JI7193	China	Jiang M.H., Yang X., Xu H.J., Zhao Z.T., Ding H.	Shanghai Synchrotron Radiation Facility	Chinese Science Bulletin	54	4171-4181	2009				10.1007/s11434-009-0689-y		
Journal article		ESRF09JO7186	USA/South Korea	Joshi L., Kang S.W., Agra-Kooijman D.M., Kumar S.	Concentration, temperature, and pH dependence of sunset-yellow aggregates in aqueous solutions: An x-ray investigation	Physical Review E	80	041703-1-041703-8	2009		APS (Argonne)		10.1103/PhysRevE.80.041703		
Journal article		ESRF09JO7100	Germany	Jost G., Mensing T., Golfier S., Lawaczeck R., Pietsch H., Hütter J., Cibik L., Gerlach M., Krumrey M., Fratzscher D., Arkadiev V., Wedell R., Haschke M., Langhoff N., Wust P., Lüdemann L.	Photoelectric-enhanced radiation therapy with quasi-monochromatic computed tomography	Medical Physics	36	2107-2117	2009				10.1118/1.3125137		
Journal article		ESRF10JO7224	Germany	Jost S., Schurr R., Hölzing A., Hergert F., Hock R., Purwins M., Palm J.	The formation of the thin-film solar cell absorber CuInS2 by annealing of Cu-In-S stacked elemental layer precursors - A comparison of selenisation and sulfurisation	Thin Solid Films	517	2136-2139	2009				10.1016/j.tsf.2008.10.076		
Journal article		ESRF09JU7073	France (not ESRF)/Korea	Jung H.J., Chang J., Park Y.J., Kang S.J., Lotz B., Huh J., Park C.	Shear-induced ordering of ferroelectric crystals in spin-coated thin poly(vinylidene fluoride-co-trifluoroethylene) films	Macromolecules	42	4148-4154	2009		Pohang Accelerator Lab (Pohang, South Korea)		10.1021/ma900422n		
Journal article		ESRF09KA7088	UK	Kamma-Lorger C.S., Boote C., Hayes S., Albon J., Boulton M.E., Meek K.M.	Collagen ultrastructural changes during stromal wound healing in organ cultured bovine corneas	Experimental Eye Research	88	953-959	2009		SRS (Daresbury)		10.1016/j.exer.2008.12.005		
Journal article		ESRF09KA7214	Germany/Russia/UK/USA/Switzerland/Italy/Canada/Croatia	Kashevarov V.L., Fix A., Aguar-Bartolomé P., Akasoy L.K., Annand J.R.M., Arends H.J., Bantawa K., Beck R., Bekrenev V., Berghäuser H., Boillat B., Braghieri A., Branford D., Briscoe W.J., Brudvik J., Cherepnya S., Downie E.J., Drexler P., Fil'kov L.V., Glazier D.I., Gregor R., Heid E., Hornidge D., Jahn O., Jude T.C., Knezevic A., Kondratiev R., Korolija M., Kotulla M., Koulbardis A., Kruglov S., Krusche B., Lisin V., Livingston K., McGregor I.J.D., Maghrbi Y., Manley D.M., Martinez-Fabregate M., McGeorge J.C., McNicoll E.F., Mekterovic D., Metag V., Micanovic S., Nefkens B.M.K., Nikolaev A., Novotny R., Ostrick M., Owens R.O., Pedroni P., Pheron F., Polonski A., Robinson J., Prakhov S.N., Rosner G., Rostomyan T., Schumann S., Sober D., Starostin A., Suarez I.M., Supek I., Tarbert C.M., Thiel M., Thomas A., Unverzagt M., Watts D.P., Zamboni I., Zehr F.	Photoproduction of π0η on protons and the Δ(1700)D33-resonance	European Physical Journal A	42	141-149	2009				10.1140/epja/i2009-10868-4		
Journal article		ESRF09KA7037	Japan	Kawauchi T., Matsumoto M., Fukutani K., Okano T., Suetsugu Y., Zhang X.W., Yoda Y.	UHV-type synchrotron radiation reflectometer	Vacuum	83	873-877	2009		SPring-8 (Nishi Harima, Japan)		10.1016/j.vacuum.2008.09.005		
Article from Conference in a Journal		ESRF10KI7046	USA	Kirz J., Jacobsen C.	The history and future of X-ray microscopy	Journal of Physics : Conference Series	186	012001-1-012001-11	2009				10.1088/1742-6596/186/1/012001		
Journal article		ESRF09KO7005	Japan	Kobayashi K.	Hard X-ray photoemission spectroscopy	Nuclear Instruments and Methods in Physics Research A	601	32-47	2009				10.1016/j.nima.2008.12.188		
Journal article		ESRF10KR7013	France (not ESRF)	Krafft M.P., Riess J.G.	Chemistry, physical chemistry, and uses of molecular fluorocarbon-hydrocarbon diblocks, triblocks, and related compounds-unique "Apolar" components for self-assembled colloid and interface engineering	Chemical Reviews	109	1714-1792	2009				10.1021/cr800260k		
Journal article		ESRF10KR7266	Germany/UK/Spain	Krauss S., Fratzl P., Seto J., Currey J.D., Estevez J.A., Funari S.S., Gupta H.S.	Inhomogeneous fibril stretching in antler starts after macroscopic yielding: Indication for a nanoscale toughening mechanism	Bone	44	1105-1110	2009		HASYLAB (Hambourg)		10.1016/j.bone.2009.02.009		
Journal article		ESRF09KR7180	UK	Krebs M.R.H., Devlin G.L., Donald A.M.	Amyloid fibril-like structure underlies the aggregate structure across the pH range for β-lactoglobulin	Biophysical Journal	96	5013-5019	2009				10.1016/j.bpj.2009.03.028		
Journal article		ESRF09KU7074	Spain	Kubacka A., Ferrer M., Cerrada M.L., Serrano C., Sánchez-Chaves M., Fernández-García M., de Andrés A., Jiménez-Riobóo R.J., Fernández-Martín F., Fernández-García Marcos	Boosting TiO2-anatase antimicrobial activity: Polymer-oxide thin films	Applied Catalysis B: Environmental	89	441-447	2009				10.1016/j.apcatb.2009.01.002		
Journal article		ESRF09KU7123	USA	Kunz M., Tamura N., Chen K.P., MacDowell A.A., Celestre R.S., Church M.M., Fakra S., Domning E.E., Glossinger J.M., Kirschman J.L., Morrison G.Y., Plate D.W., Smith B.V., Warwick T., Yashchuk V.V., Padmore H.A., Üstündag E.	A dedicated superbend x-ray microdiffraction beamline for materials, geo-, and environmental sciences at the advanced light source	Review of Scientific Instruments	80	035108-1-035108-10	2009		ALS (Berkeley)		10.1063/1.3096295		
Journal article		ESRF09KU7203	Japan	Kuwayama Y., Sawai T., Hirose K., Sata N., Ohishi Y.	Phase relations of iron–silicon alloys at high pressure and high temperature	Physics and Chemistry of Minerals	36	511-518	2009		SPring-8 (Nishi Harima, Japan)		10.1007/s00269-009-0296-0		
Journal article		ESRF10LA7310	USA/Germany	Lang M., Lian J., Zhang J., Zhang F., Weber W.J., Trautmann C., Ewing R.C.	Single-ion tracks in Gd2Zr2-xTixO7 pyrochlores irradiated with swift heavy ions	Physical Review B	79	224105-1-224105-9	2009		CHESS (Ithaca, USA)		10.1103/PhysRevB.79.224105		
Journal article		ESRF09LE7126	Japan/Korea/USA	Lee Y., Lee J.W., Lee H.H., Lee D.R., Kao C.C., Kawamura T., Yamamoto Y., Yoon J.H.	High pressure investigation of α-form and CH4-loaded β-form of hydroquinone compounds	Journal of Chemical Physics	130	124511-1-124511-6	2009		Pohang Accelerator Lab (Pohang, South Korea)/NSLS (Brookhaven)		10.1063/1.3097763		
Journal article		ESRF09LI7115	France (not ESRF)	Limodin N., Réthoré J., Buffière J.Y., Gravouil A., Hild F., Roux S.	Crack closure and stress intensity factor measurements in nodular graphite cast iron using three-dimensional correlation of laboratory X-ray microtomography images	Acta Materialia	57	4090-4101	2009				10.1016/j.actamat.2009.05.005		
Journal article		ESRF09LI7177	USA	Lin H., Bozin E.S., Androulakis J., Malliakas C.D., Lin C.H., Kanatzidis M.G.	Phase separation and nanostructuring in the thermoelectric material PbTe1−xSx studied using the atomic pair distribution function technique	Physical Review B	80	045204-1-045204-8	2009		APS (Argonne)		10.1103/PhysRevB.80.045204		
Journal article		ESRF10LO7156	Denmark/USA	Lock N., Bremholm M., Christensen M., Almer J., Chen Y.S., Iversen B.B.	In situ high-energy synchrotron radiation study of boehmite formation, growth, and phase transformation to alumina in sub- and supercritical water	Chemistry - A European Journal	15	13381-13390	2009		APS (Argonne)		10.1002/chem.200901269		
Journal article		ESRF09LU7009	Switzerland	Lüdeke A.	Operation event logging system of the Swiss Light Source	Physical Review Special Topics - Accelerators and Beams	12	024701-1-024701-13	2009		SLS (PSI) (Villigen)		10.1103/PhysRevSTAB.12.024701		
Journal article		ESRF09LU7023	Germany	Lützenkirchen-Hecht D., Wagner R., Haake U., Watenphul A., Frahm R.	The materials science X-ray beamline BL8 at the DELTA storage ring	Journal of Synchrotron Radiation	16	264-272	2009		DELTA (Dortmund)		10.1107/S0909049509000508		
Journal article		ESRF09MA7057	France (not ESRF)/Germany/Israel/USA	Ma Y., Aichmayer B., Paris O., Fratz P., Meibom A., Metzler R.A., Politi Y., Addadi L., Gilbert P.U.P.A., Weiner S.	The grinding tip of the sea urchin tooth exhibits exquisite control over calcite crystal orientation and Mg distribution	Proceedings of the National Academy of Sciences of the USA	106	6048-6053	2009		BESSY (Germany)		10.1073/pnas.0810300106		
